baseline,estimate,upper,lower,NL,Model,dropped
25,-0.28765567315261537,-0.16543305471726288,-0.40987829158796785,8,TNL8,HUN
30,-0.34456226570833276,-0.19319218148109216,-0.49593234993557334,8,TNL8,HUN
0,0.07826872059290982,0.15147977900811915,0.005057662177700484,9,TNL9,HUN
25,-0.1970453264410386,-0.05931312096761901,-0.33477753191445814,9,TNL9,HUN
30,-0.2521081358478282,-0.08347854364420673,-0.4207377280514497,9,TNL9,HUN
0,-0.0975596876685559,-0.001290369006018019,-0.1938290063310938,10,TNL10,HUN
25,-0.32947575893039954,-0.1763261066808127,-0.48262541117998636,10,TNL10,HUN
30,-0.37585897318276823,-0.19203590288870476,-0.5596820434768317,10,TNL10,HUN
0,0.008488969906650799,0.0695744066268315,-0.052596466813529905,8,TNL8,IDN
25,-0.3069954908217342,-0.18113110968538138,-0.43285987195808706,8,TNL8,IDN
30,-0.37009238296741126,-0.21427337833786966,-0.5259113875969529,8,TNL8,IDN
0,0.08045072478982548,0.15364137417378004,0.007260075405870911,9,TNL9,IDN
25,-0.19923248917730244,-0.05791601730132456,-0.3405489610532803,9,TNL9,IDN
30,-0.25516913197072805,-0.08216232889293035,-0.42817593504852575,9,TNL9,IDN
0,-0.09514110876083175,-1.3793994230959505e-5,-0.19026842352743253,10,TNL10,IDN
25,-0.33348064959104073,-0.17663596446350183,-0.49032533471857964,10,TNL10,IDN
30,-0.38114855775708256,-0.19268901357004467,-0.5696081019441205,10,TNL10,IDN
0,9.571167168978822e-4,0.06321002420683292,-0.06129579077303716,8,TNL8,IND
25,-0.3270360383266443,-0.195623038284299,-0.4584490383689896,8,TNL8,IND
30,-0.3926346693353527,-0.22981225314489373,-0.5554570855258116,8,TNL8,IND
0,0.07774049710872999,0.15189838492941227,0.003582609288047711,9,TNL9,IND
25,-0.24074463283460146,-0.09016732010971407,-0.39132194555948885,9,TNL9,IND
30,-0.3044416588232677,-0.11997199031777339,-0.48891132732876197,9,TNL9,IND
0,-0.09048294827474351,0.005943651069448386,-0.1869095476189354,10,TNL10,IND
25,-0.38488758148821756,-0.2167697609898628,-0.5530054019865723,10,TNL10,IND
30,-0.4437685081309123,-0.24145667415684935,-0.6460803421049752,10,TNL10,IND
0,-0.015445005580999524,0.045287512341384714,-0.07617752350338376,8,TNL8,IRL
25,-0.2927813688451579,-0.17051478753226162,-0.4150479501580541,8,TNL8,IRL
30,-0.3482486414979895,-0.19700600731233547,-0.49949127568364354,8,TNL8,IRL
0,0.06740174981939973,0.14008300190297449,-0.0052795022641750344,9,TNL9,IRL
25,-0.19867602975237036,-0.061313111225904854,-0.33603894827883585,9,TNL9,IRL
30,-0.25189158566672437,-0.08387082293279233,-0.4199123484006564,9,TNL9,IRL
0,-0.105880409087416,-0.010173945805837373,-0.20158687236899464,10,TNL10,IRL
25,-0.3261066476210899,-0.17340142556783159,-0.4788118696743482,10,TNL10,IRL
30,-0.3701518953278245,-0.18687800987886238,-0.5534257807767866,10,TNL10,IRL
0,-0.003569307219112349,0.05774684884377235,-0.06488546328199704,8,TNL8,IRN
25,-0.2946992060382576,-0.16905100957992483,-0.4203474024965904,8,TNL8,IRN
30,-0.35292518580208665,-0.1973957141284833,-0.50845465747569,8,TNL8,IRN
0,0.07678653268344152,0.14993139765579885,0.003641667711084179,9,TNL9,IRN
25,-0.18669493865231856,-0.04476474209417314,-0.328625135210464,9,TNL9,IRN
30,-0.2393912329194705,-0.06579000357050588,-0.4129924622684351,9,TNL9,IRN
0,-0.09350569800007708,0.0022944682544323164,-0.18930586425458645,10,TNL10,IRN
25,-0.3094506707356083,-0.15141754672993715,-0.46748379474127943,10,TNL10,IRN
30,-0.35263966528271457,-0.1632609339230282,-0.5420183966424009,10,TNL10,IRN
0,-0.0037929285893687683,0.05742440469031804,-0.06501026186905558,8,TNL8,ITA
25,-0.28814798333273917,-0.16557157172712447,-0.4107243949383539,8,TNL8,ITA
30,-0.3450189942814133,-0.19319137306091505,-0.49684661550191156,8,TNL8,ITA
0,0.06912515856361033,0.14204853824083746,-0.003798221113616787,9,TNL9,ITA
25,-0.20455548688311134,-0.06663429412166491,-0.34247667964455775,9,TNL9,ITA
30,-0.2592916159724556,-0.09041797686226968,-0.42816525508264147,9,TNL9,ITA
0,-0.10501384505260214,-0.009314449895277993,-0.20071324020992629,10,TNL10,ITA
25,-0.3344786117536298,-0.18113829385412167,-0.48781892965313794,10,TNL10,ITA
30,-0.3803715650938352,-0.1962350366986675,-0.5645080934890029,10,TNL10,ITA
0,-0.02005781191944279,0.04070115699308555,-0.08081678083197112,8,TNL8,JPN
25,-0.346692199957816,-0.2206294434032314,-0.4727549565124006,8,TNL8,JPN
30,-0.4120190775654906,-0.2561465343390751,-0.5678916207919061,8,TNL8,JPN
0,0.045159077518588754,0.11758078287682658,-0.027262627839649063,9,TNL9,JPN
25,-0.24414380954361853,-0.10403644294533379,-0.3842511761419033,9,TNL9,JPN
30,-0.3020043869560599,-0.13064095083627847,-0.47336782307584135,9,TNL9,JPN
0,-0.13964598082446597,-0.04460971082031741,-0.23468225082861455,10,TNL10,JPN
25,-0.37709907015631067,-0.22328157141621516,-0.5309165688964061,10,TNL10,JPN
30,-0.42458968802267943,-0.23988831656822363,-0.6092910594771352,10,TNL10,JPN
0,-0.0012792380883935167,0.06111895918670521,-0.06367743536349224,8,TNL8,KAZ
25,-0.2984084053302724,-0.17631137993055693,-0.4205054307299879,8,TNL8,KAZ
30,-0.3578342387786482,-0.2065641413938405,-0.5091043361634559,8,TNL8,KAZ
0,0.07269723872541042,0.1474260169332186,-0.0020315394823977734,9,TNL9,KAZ
25,-0.2107527443808754,-0.07406743787414402,-0.3474380508876068,9,TNL9,KAZ
30,-0.2674427410021326,-0.0999641806893761,-0.43492130131488915,9,TNL9,KAZ
0,-0.10777629049012748,-0.01058995762804471,-0.20496262335221024,10,TNL10,KAZ
25,-0.33810653951045677,-0.1868262204758504,-0.48938685854506314,10,TNL10,KAZ
30,-0.38417258931452264,-0.2021773724723792,-0.5661678061566661,10,TNL10,KAZ
0,-0.0021878030189602295,0.05885951679818954,-0.06323512283611,8,TNL8,KEN
25,-0.31973441740887026,-0.1975756900143618,-0.4418931448033787,8,TNL8,KEN
30,-0.3832437402868523,-0.23193287767059925,-0.5345546029031054,8,TNL8,KEN
0,0.09145801660675934,0.16413920329417422,0.018776829919344457,9,TNL9,KEN
25,-0.22799330843954801,-0.09005120496514615,-0.36593541191394985,9,TNL9,KEN
30,-0.2918835734488095,-0.12305724359905892,-0.4607099032985601,9,TNL9,KEN
0,-0.08239123880427698,0.013227357622619132,-0.17800983523117309,10,TNL10,KEN
25,-0.3360532596836906,-0.18236532363315808,-0.48974119573422314,10,TNL10,KEN
30,-0.3867856638595733,-0.20223363006503134,-0.5713376976541152,10,TNL10,KEN
0,-0.006908746268592624,0.05406303406821489,-0.06788052660540014,8,TNL8,KGZ
25,-0.2930280661386866,-0.17104327379195375,-0.41501285848541947,8,TNL8,KGZ
30,-0.3502519301127055,-0.1991483504096413,-0.5013555098157697,8,TNL8,KGZ
0,0.07185259005281257,0.1449049832819191,-0.0011998031762939648,9,TNL9,KGZ
25,-0.20234273216434842,-0.06520914121070123,-0.3394763231179956,9,TNL9,KGZ
30,-0.25718179660778057,-0.08928883743184804,-0.4250747557837131,9,TNL9,KGZ
0,-0.09860892165572328,-0.002758525276280524,-0.19445931803516603,10,TNL10,KGZ
25,-0.3288087246820893,-0.1762722411879689,-0.48134520817620974,10,TNL10,KGZ
30,-0.37484868528736254,-0.19163345244273178,-0.5580639181319933,10,TNL10,KGZ
0,-0.005274642576621829,0.05585413663755673,-0.06640342179080039,8,TNL8,KOR
25,-0.300309498905988,-0.17729381476617795,-0.4233251830457981,8,TNL8,KOR
30,-0.3593164701718612,-0.2070984343575717,-0.5115345059861507,8,TNL8,KOR
0,0.06914850646996612,0.14226105221580698,-0.003964039275874742,9,TNL9,KOR
25,-0.2005351120266594,-0.06324791453192308,-0.33782230952139575,9,TNL9,KOR
30,-0.25447183572598453,-0.08647598570144391,-0.4224676857505252,9,TNL9,KOR
0,-0.10920038582665431,-0.013058151737922463,-0.20534261991538616,10,TNL10,KOR
25,-0.33297184209374564,-0.18059910451702715,-0.4853445796704641,10,TNL10,KOR
30,-0.37772613334716393,-0.1948217712455357,-0.5606304954487922,10,TNL10,KOR
0,-0.005534203799649263,0.055571185880522775,-0.0666395934798213,8,TNL8,LAO
25,-0.2917126788829154,-0.1695642952051696,-0.41386106256066124,8,TNL8,LAO
30,-0.34894837389956856,-0.1976289392607056,-0.5002678085384316,8,TNL8,LAO
0,0.07354141652060786,0.14652171595519392,5.611170860217868e-4,9,TNL9,LAO
25,-0.20076128934118762,-0.06344910860894656,-0.3380734700734287,9,TNL9,LAO
30,-0.2556218305135467,-0.08745715803053189,-0.4237865029965615,9,TNL9,LAO
0,-0.09847355059273262,-0.0029138859154592828,-0.19403321527000594,10,TNL10,LAO
25,-0.3252601218994197,-0.17270081456038372,-0.4778194292384557,10,TNL10,LAO
30,-0.37061743616075715,-0.18731022539633768,-0.5539246469251766,10,TNL10,LAO
0,-0.005615070953866186,0.0554902156777592,-0.06672035758549157,8,TNL8,LKA
25,-0.2919844210700756,-0.1698221103266208,-0.4141467318135304,8,TNL8,LKA
30,-0.3492582910933174,-0.1979243636903953,-0.5005922184962395,8,TNL8,LKA
0,0.07334053478545198,0.1463381552975317,3.4291427337228286e-4,9,TNL9,LKA
25,-0.20054359730017807,-0.06315239152699903,-0.3379348030733571,9,TNL9,LKA
30,-0.255320423717304,-0.08706391180391748,-0.42357693563069054,9,TNL9,LKA
0,-0.09823616399677207,-0.002661351844932436,-0.1938109761486117,10,TNL10,LKA
25,-0.3270826290440584,-0.17450371262704056,-0.4796615454610762,10,TNL10,LKA
30,-0.3728519220535157,-0.18951972083941937,-0.556184123267612,10,TNL10,LKA
0,-0.01090392335602533,0.05016519473969751,-0.07197304145174817,8,TNL8,LTU
25,-0.2923773951797341,-0.17035694610653754,-0.4143978442529307,8,TNL8,LTU
30,-0.3486720895444758,-0.1975639193646208,-0.4997802597243308,8,TNL8,LTU
0,0.06464265415324083,0.137450825112247,-0.008165516805765327,9,TNL9,LTU
25,-0.2021754025484532,-0.06507357893441237,-0.339277226162494,9,TNL9,LTU
30,-0.255539013888792,-0.08769889684971624,-0.42337913092786783,9,TNL9,LTU
0,-0.1077518284057154,-0.011983136460941637,-0.20352052035048918,10,TNL10,LTU
25,-0.3276087516193697,-0.1753365516442186,-0.4798809515945208,10,TNL10,LTU
30,-0.37158013626210057,-0.18869181310676675,-0.5544684594174344,10,TNL10,LTU
0,-0.010514434319103243,0.05036484806935258,-0.07139371670755908,8,TNL8,LVA
25,-0.29146414289294403,-0.16944348806501403,-0.41348479772087404,8,TNL8,LVA
30,-0.34765408460771213,-0.19653238826933728,-0.498775780946087,8,TNL8,LVA
0,0.06584031960176183,0.13840305649379178,-0.006722417290268123,9,TNL9,LVA
25,-0.2005038102257913,-0.06337715392180843,-0.3376304665297742,9,TNL9,LVA
30,-0.2537726361913019,-0.08587588788689132,-0.4216693844957125,9,TNL9,LVA
0,-0.10576410431216882,-0.010228590639544288,-0.20129961798479334,10,TNL10,LVA
25,-0.3258608801066589,-0.17354010696819183,-0.478181653245126,10,TNL10,LVA
30,-0.36988023526555697,-0.18690814185905302,-0.5528523286720609,10,TNL10,LVA
0,-0.005251552938882123,0.05586245432066946,-0.0663655601984337,8,TNL8,MAR
25,-0.29370849902536034,-0.171363425783836,-0.41605357226688466,8,TNL8,MAR
30,-0.3513998882426559,-0.19984255382955737,-0.5029572226557544,8,TNL8,MAR
0,0.07358896442566186,0.14658104154074145,5.968873105822725e-4,9,TNL9,MAR
25,-0.202211036513348,-0.06455514413045757,-0.3398669288962385,9,TNL9,MAR
30,-0.25737103670114997,-0.08880922670622754,-0.4259328466960724,9,TNL9,MAR
0,-0.09774495273081579,-0.002168844304414677,-0.19332106115721692,10,TNL10,MAR
25,-0.3277037206404088,-0.17492954290766133,-0.4804778983731563,10,TNL10,MAR
30,-0.3736954742223274,-0.19014264255286048,-0.5572483058917943,10,TNL10,MAR
0,-0.018915898550387868,0.042730967779703824,-0.08056276488047956,8,TNL8,MEX
25,-0.26671603916855596,-0.1416702703802873,-0.39176180795682464,8,TNL8,MEX
30,-0.3162760672921896,-0.16134384406679392,-0.4712082905175853,8,TNL8,MEX
0,0.05134909642783952,0.12514073111777227,-0.02244253826209324,9,TNL9,MEX
25,-0.17261947753911386,-0.03215605237637448,-0.31308290270185324,9,TNL9,MEX
30,-0.2174131923325045,-0.045380839721546024,-0.38944554494346295,9,TNL9,MEX
0,-0.12475716848653258,-0.027613002247449878,-0.2219013347256153,10,TNL10,MEX
25,-0.31625071945073174,-0.16006773517198505,-0.47243370372947846,10,TNL10,MEX
30,-0.3545494296435716,-0.16668651420872502,-0.5424123450784182,10,TNL10,MEX
0,-0.0042392554204870045,0.0568796676262002,-0.0653581784671742,8,TNL8,MKD
25,-0.2908652813788137,-0.16856327397973656,-0.4131672887778908,8,TNL8,MKD
30,-0.3481904865704791,-0.19671123551550201,-0.49966973762545613,8,TNL8,MKD
0,0.07511819127963124,0.14815656989031617,0.0020798126689462876,9,TNL9,MKD
25,-0.20004466074787272,-0.06252622967655203,-0.3375630918191934,9,TNL9,MKD
30,-0.2550772311533736,-0.08668644879292772,-0.42346801351381946,9,TNL9,MKD
0,-0.09761383383332128,-0.0020242143613961178,-0.19320345330524646,10,TNL10,MKD
25,-0.3277620222693506,-0.17506255053711178,-0.4804614940015894,10,TNL10,MKD
30,-0.37379165995655644,-0.1903365888231059,-0.557246731090007,10,TNL10,MKD
0,0.0741160945980079,0.1334036347709069,0.014828554425108928,8,TNL8,MNG
25,-0.34937643936426804,-0.22469625670824792,-0.4740566220202882,8,TNL8,MNG
30,-0.4340749461567232,-0.2793184041217238,-0.5888314881917226,8,TNL8,MNG
0,0.1570880594861522,0.22991087883397543,0.08426524013832896,9,TNL9,MNG
25,-0.2632769975533761,-0.12271277990613214,-0.40384121520062,9,TNL9,MNG
30,-0.3473500089612818,-0.17453598178025725,-0.5201640361423063,9,TNL9,MNG
0,-0.019405276674253666,0.0746379422748098,-0.11344849562331713,10,TNL10,MNG
25,-0.3747339892506046,-0.21954590797143733,-0.5299220705297718,10,TNL10,MNG
30,-0.4457997317658747,-0.2588493609395369,-0.6327501025922124,10,TNL10,MNG
0,-0.005734207424913625,0.0555942325522352,-0.06706264740206246,8,TNL8,MOZ
25,-0.29986695317626094,-0.17500400359401408,-0.4247299027585078,8,TNL8,MOZ
30,-0.35869350232653036,-0.20403845752857505,-0.5133485471244856,8,TNL8,MOZ
0,0.07236912042567215,0.14556052627424076,-8.222854228964599e-4,9,TNL9,MOZ
25,-0.21270257201449694,-0.07216946027180365,-0.3532356837571902,9,TNL9,MOZ
30,-0.26971691050253077,-0.09760286066277643,-0.4418309603422851,9,TNL9,MOZ
0,-0.09719245931712601,-0.001542933005210162,-0.19284198562904187,10,TNL10,MOZ
25,-0.3508538469180852,-0.19544153386446778,-0.5062661599717027,10,TNL10,MOZ
30,-0.401586124438277,-0.21474673670586994,-0.5884255121706841,10,TNL10,MOZ
0,-0.005814653629663641,0.05537527509346589,-0.06700458235279318,8,TNL8,MYS
25,-0.2911594694165933,-0.16829826314391938,-0.41402067568926726,8,TNL8,MYS
30,-0.3482284325739793,-0.19602643327522168,-0.5004304318727368,8,TNL8,MYS
0,0.07178813799474167,0.14487738961360674,-0.0013011136241234261,9,TNL9,MYS
25,-0.1982222265754318,-0.060244880218042335,-0.3361995729328212,9,TNL9,MYS
30,-0.2522242994894665,-0.08323113626179193,-0.4212174627171411,9,TNL9,MYS
0,-0.1006626020811551,-0.0049873735737953895,-0.1963378305885148,10,TNL10,MYS
25,-0.32310733321753504,-0.16977421448063376,-0.4764404519544363,10,TNL10,MYS
30,-0.36759627944481094,-0.18331929697241994,-0.551873261917202,10,TNL10,MYS
0,-0.005320044069222474,0.055744868860167114,-0.06638495699861206,8,TNL8,NGA
25,-0.29215949423597837,-0.17000980524502873,-0.414309183226928,8,TNL8,NGA
30,-0.34952738426932956,-0.1982118971172935,-0.5008428714213656,8,TNL8,NGA
0,0.07266902807551362,0.14564455104410248,-3.0649489307524314e-4,9,TNL9,NGA
25,-0.20094921273516778,-0.06361102146682837,-0.3382874040035072,9,TNL9,NGA
30,-0.255672860897304,-0.087480395354876,-0.423865326439732,9,TNL9,NGA
0,-0.09798038049525859,-0.0024262471354367515,-0.19353451385508041,10,TNL10,NGA
25,-0.3279750633985568,-0.1754394405613986,-0.480510686235715,10,TNL10,NGA
30,-0.3739739999792165,-0.19068958531008978,-0.5572584146483432,10,TNL10,NGA
0,-0.010375252799936518,0.05066623113129459,-0.07141673673116763,8,TNL8,NLD
25,-0.29930941818680823,-0.17617718082472927,-0.4224416555488872,8,TNL8,NLD
30,-0.35709625126418254,-0.20477206734095,-0.5094204351874151,8,TNL8,NLD
0,0.06854978253701827,0.14158400484291495,-0.004484439768878426,9,TNL9,NLD
25,-0.205145289876283,-0.06665781704985979,-0.3436327627027062,9,TNL9,NLD
30,-0.2598843043589432,-0.09052634653522179,-0.42924226218266465,9,TNL9,NLD
0,-0.10431747548717589,-0.008335197105283146,-0.20029975386906862,10,TNL10,NLD
25,-0.33364986298952226,-0.18001725878379776,-0.48728246719524676,10,TNL10,NLD
30,-0.37951634048999155,-0.1951490398365825,-0.5638836411434006,10,TNL10,NLD
0,-0.0012697527736039872,0.06252608715838368,-0.06506559270559165,8,TNL8,NOR
25,-0.2936942950527339,-0.17137667571823065,-0.41601191438723717,8,TNL8,NOR
30,-0.35217920350855997,-0.2006221331633922,-0.5037362738537278,8,TNL8,NOR
0,0.08847612521911803,0.16524144659087184,0.011710803847364226,9,TNL9,NOR
25,-0.2061198268537063,-0.0684133836415117,-0.34382627006590094,9,TNL9,NOR
30,-0.2650390172682711,-0.09647247038096221,-0.43360556415558005,9,TNL9,NOR
0,-0.08552965572609515,0.015148966751303894,-0.1862082782034942,10,TNL10,NOR
25,-0.3302686557782734,-0.1775066399275654,-0.4830306716289814,10,TNL10,NOR
30,-0.3792164557887091,-0.19580571646667827,-0.56262719511074,10,TNL10,NOR
0,-0.00542768185965968,0.05567908652248807,-0.06653445024180743,8,TNL8,NPL
25,-0.29213338011082424,-0.16999981386649238,-0.4142669463551561,8,TNL8,NPL
30,-0.3494745197610571,-0.19817278536606228,-0.5007762541560519,8,TNL8,NPL
0,0.073499997797322,0.14648604008941815,5.139555052258438e-4,9,TNL9,NPL
25,-0.20072727483863365,-0.06342083305452698,-0.3380337166227403,9,TNL9,NPL
30,-0.25557272936582476,-0.0874137805659253,-0.4237316781657242,9,TNL9,NPL
0,-0.09813652053993903,-0.0025695793696475233,-0.19370346171023053,10,TNL10,NPL
25,-0.32677788031194677,-0.1742641504704723,-0.47929161015342125,10,TNL10,NPL
30,-0.37250615226634837,-0.18925012837607444,-0.5557621761566223,10,TNL10,NPL
0,-0.010889207519257524,0.05032674094275967,-0.07210515598127472,8,TNL8,NZL
25,-0.2988744609576038,-0.17604423836905014,-0.4217046835461574,8,TNL8,NZL
30,-0.356471511645273,-0.20443299713560342,-0.5085100261549427,8,TNL8,NZL
0,0.06326613373021674,0.13650761940356526,-0.009975351943131788,9,TNL9,NZL
25,-0.2115495498580369,-0.07343572746311577,-0.349663372252958,9,TNL9,NZL
30,-0.2665126865756875,-0.09752362546920348,-0.43550174768217154,9,TNL9,NZL
0,-0.11123974189564395,-0.014863269523526026,-0.2076162142677619,10,TNL10,NZL
25,-0.34148491878305287,-0.1881294608826135,-0.49484037668349223,10,TNL10,NZL
30,-0.3875339541605346,-0.20343598563063534,-0.5716319226904338,10,TNL10,NZL
0,-0.006195398993503661,0.055082000748173605,-0.06747279873518093,8,TNL8,PAK
25,-0.2900755719524522,-0.16675391945748186,-0.41339722444742255,8,TNL8,PAK
30,-0.34685160654424196,-0.19405024565473022,-0.4996529674337537,8,TNL8,PAK
0,0.07227554237526837,0.14532084310139626,-7.697583508595174e-4,9,TNL9,PAK
25,-0.19347156614805094,-0.0550709695466515,-0.3318721627494504,9,TNL9,PAK
30,-0.24662098785271483,-0.07712063689344817,-0.4161213388119815,9,TNL9,PAK
0,-0.09824408160606041,-0.0025210055563652106,-0.19396715765575562,10,TNL10,PAK
25,-0.3210114700671845,-0.16712239937630863,-0.4749005407580604,10,TNL10,PAK
30,-0.3655649477594093,-0.18063394756208584,-0.5504959479567327,10,TNL10,PAK
0,-0.007523856079137315,0.05365865355817744,-0.06870636571645207,8,TNL8,PAN
25,-0.29425151700568924,-0.17130739619205027,-0.4171956378193282,8,TNL8,PAN
30,-0.35159704919099966,-0.19928532311747313,-0.5039087752645262,8,TNL8,PAN
0,0.07123638801886013,0.14435056922044187,-0.0018777931827215905,9,TNL9,PAN
25,-0.20426346782808905,-0.06610963407399911,-0.342417301582179,9,TNL9,PAN
30,-0.25936343899747877,-0.09014221013806237,-0.4285846678568952,9,TNL9,PAN
0,-0.10014491089440505,-0.00436637892909951,-0.19592344285971058,10,TNL10,PAN
25,-0.3333947742762107,-0.18029524331839986,-0.4864943052340216,10,TNL10,PAN
30,-0.3800447469525718,-0.19600927635862123,-0.5640802175465224,10,TNL10,PAN
0,-0.004480786552878241,0.05709663326212625,-0.06605820636788273,8,TNL8,PER
25,-0.3141608422452761,-0.19018209236875244,-0.4381395921217997,8,TNL8,PER
30,-0.37609685338375554,-0.2225346128770871,-0.529659093890424,8,TNL8,PER
0,0.06612243955292244,0.13919204487346176,-0.006947165767616906,9,TNL9,PER
25,-0.2347280625402856,-0.0956961323609318,-0.37375999271963944,9,TNL9,PER
30,-0.2948981629589273,-0.12461554432847968,-0.4651807815893749,9,TNL9,PER
0,-0.10359006509353699,-0.0077492350436808854,-0.1994308951433931,10,TNL10,PER
25,-0.34454301637539636,-0.1896066125778883,-0.4994794201729044,10,TNL10,PER
30,-0.3927336066317682,-0.20661455358028763,-0.5788526596832488,10,TNL10,PER
0,-0.006104461570921793,0.05514241971876556,-0.06735134286060915,8,TNL8,PHL
25,-0.2918806103710726,-0.16829558015816914,-0.41546564058397606,8,TNL8,PHL
30,-0.3490358401311027,-0.19588958188600536,-0.5021820983762001,8,TNL8,PHL
0,0.07474438055640695,0.14771678013004622,0.0017719809827676791,9,TNL9,PHL
25,-0.20347113880344253,-0.06452654950626727,-0.3424157281006178,9,TNL9,PHL
30,-0.2591142426754125,-0.08890614210424691,-0.4293223432465781,9,TNL9,PHL
0,-0.09430847121400779,0.0011419492316263186,-0.18975889165964188,10,TNL10,PHL
25,-0.3362768816999816,-0.18186144377489744,-0.49069231962506576,10,TNL10,PHL
30,-0.3846705637971763,-0.19907596571682498,-0.5702651618775276,10,TNL10,PHL
0,-0.008539736231190758,0.05281262581766922,-0.06989209828005073,8,TNL8,POL
25,-0.29180903524923685,-0.16906937248098508,-0.4145486980174886,8,TNL8,POL
30,-0.34846289505284606,-0.19655671892703616,-0.5003690711786559,8,TNL8,POL
0,0.07051356125436645,0.14390757707682234,-0.002880454568089441,9,TNL9,POL
25,-0.1984445589486237,-0.060232900972356535,-0.3366562169248909,9,TNL9,POL
30,-0.2522361829892216,-0.08310805772737004,-0.4213643082510732,9,TNL9,POL
0,-0.10810120413530257,-0.012042095461820779,-0.20416031280878436,10,TNL10,POL
25,-0.3253452873662942,-0.17236000809630808,-0.4783305666362803,10,TNL10,POL
30,-0.3687941040124926,-0.18507215243731032,-0.5525160555876748,10,TNL10,POL
0,-0.0024301256488723803,0.05867955313329187,-0.06353980443103663,8,TNL8,PRT
25,-0.29350606057734246,-0.17156280037714133,-0.4154493207775436,8,TNL8,PRT
30,-0.3517212475630364,-0.20069738993465225,-0.5027451051914206,8,TNL8,PRT
0,0.07818743121744604,0.1512532770097446,0.005121585425147443,9,TNL9,PRT
25,-0.20658450356819882,-0.06929210529803279,-0.34387690183836483,9,TNL9,PRT
30,-0.2635388905253278,-0.09545032571303724,-0.43162745533761837,9,TNL9,PRT
0,-0.09317401773601418,0.0026266283578232352,-0.1889746638298516,10,TNL10,PRT
25,-0.34021627937446164,-0.18742352769424037,-0.4930090310546829,10,TNL10,PRT
30,-0.3896247317021511,-0.20610156762118328,-0.573147895783119,10,TNL10,PRT
0,-0.009347909541023172,0.05173539754294855,-0.0704312166249949,8,TNL8,PRY
25,-0.28179584175391825,-0.15877838585536308,-0.4048132976524734,8,TNL8,PRY
30,-0.3362854281964971,-0.1839236182316362,-0.488647238161358,8,TNL8,PRY
0,0.06879688948784814,0.1417996897695102,-0.004205910793813938,9,TNL9,PRY
25,-0.18558416729056262,-0.04769234424911406,-0.3234759903320112,9,TNL9,PRY
30,-0.2364603786462447,-0.06761038821498047,-0.40531036907750895,9,TNL9,PRY
0,-0.10423980249029452,-0.00869096124841591,-0.19978864373217314,10,TNL10,PRY
25,-0.3099663116818144,-0.15699883715535556,-0.4629337862082732,10,TNL10,PRY
30,-0.35111161352011844,-0.1673729367738305,-0.5348502902664064,10,TNL10,PRY
0,0.007917808513257515,0.06925025354002246,-0.05341463651350742,8,TNL8,ROU
25,-0.26910074899374287,-0.14772019487242155,-0.3904813031150642,8,TNL8,ROU
30,-0.32450446049514287,-0.17406759672506478,-0.47494132426522095,8,TNL8,ROU
0,0.08052161502491056,0.15375961103097593,0.007283619018845194,9,TNL9,ROU
25,-0.18716751407645502,-0.050487559159807766,-0.32384746899310224,9,TNL9,ROU
30,-0.24070533989672815,-0.07326963367567035,-0.40814104611778595,9,TNL9,ROU
0,-0.09296611310647099,0.0033894171570657133,-0.18932164337000768,10,TNL10,ROU
25,-0.3110643946715305,-0.1597070730892944,-0.4624217162537666,10,TNL10,ROU
30,-0.3546840509845424,-0.17281915959256441,-0.5365489423765204,10,TNL10,ROU
0,-0.0020179708583850124,0.06810071727101916,-0.07213665898778918,8,TNL8,RUS
25,-0.2930367652666114,-0.16896445705067525,-0.4171090734825475,8,TNL8,RUS
30,-0.3512405241482566,-0.1962101043768265,-0.5062709439196867,8,TNL8,RUS
0,0.07018684601705984,0.15040924540433448,-0.010035553370214806,9,TNL9,RUS
25,-0.24780464259969062,-0.1105844487713816,-0.3850248364279997,9,TNL9,RUS
30,-0.31140294032304067,-0.14255171339429956,-0.48025416725178177,9,TNL9,RUS
0,-0.021856208023603337,0.08804022851303714,-0.13175264456024383,10,TNL10,RUS
25,-0.4129090846534018,-0.25978377007397824,-0.5660343992328254,10,TNL10,RUS
30,-0.49111965997936147,-0.3050352653489034,-0.6772040546098195,10,TNL10,RUS
0,-0.006217990072413652,0.0548809416131635,-0.06731692175799081,8,TNL8,SRB
25,-0.29481452124096513,-0.17273523009931754,-0.4168938123826127,8,TNL8,SRB
30,-0.35253382747467543,-0.20129753156989647,-0.5037701233794544,8,TNL8,SRB
0,0.07450338041157208,0.14747300143779646,0.0015337593853476938,9,TNL9,SRB
25,-0.20139363649716235,-0.06416925072608917,-0.33861802226823556,9,TNL9,SRB
30,-0.2565730398789092,-0.08850836643764368,-0.42463771332017475,9,TNL9,SRB
0,-0.09574058483633997,-1.692345926708333e-4,-0.1913119350800091,10,TNL10,SRB
25,-0.32436393731276936,-0.17176403316369665,-0.47696384146184206,10,TNL10,SRB
30,-0.37008860780805525,-0.18674771039496182,-0.5534295052211486,10,TNL10,SRB
0,-0.006590805678624191,0.05454136160122666,-0.06772297295847504,8,TNL8,SVK
25,-0.29189663891969925,-0.16975247156789758,-0.4140408062715009,8,TNL8,SVK
30,-0.3489578055679143,-0.19766525376291239,-0.5002503573729162,8,TNL8,SVK
0,0.07144373874152475,0.14446034893543558,-0.0015728714523860626,9,TNL9,SVK
